Collection Pillar,Recommendation,Sell Priority,Museum Score,Investment Score,Liquidity Score,Duplicate,Duplicate Count,Upgrade Candidate,Needs Grading,Needs Photo,Needs Verification,Verification Notes,Series,Issue Full,Issue,Issue Ext,Title,Edition / Variant,Publisher,Series Group,Age,Release Date,Cover Date,Publication Date,Barcode,Quantity,Location,Current Price,Cover Price,Purchase Price,Purchase Date,Is Key Comic,Key Comic Reason,Key Categories,Story Arc,Crossover,Genres,Slab Status,Grade Rating,Assumed Grade,Signees,Tags,Cover Image URL,CLZ Hash,BP Comic ID,BP Series ID,Added Date,Modified Date,Format,Collection Status,Collection,Read It,Country,Language,Value Locked,Raw XML Index
General Inventory,Sell / Lot Candidate,High,0,0,10,No,1,No,No,No,Yes,"Assumed NM, not verified",FX,3,3,,,,IDW Publishing,,Modern,"May 13, 2008",May 2008,May 2008,82771462462500311,1,,0.0,3.99,3.99,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/4d/4d_183463_0_FX3.jpg,7e2f50f7c0c445fa8295b16a76e2a312,183463,20455,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1952
General Inventory,Sell / Lot Candidate,High,0,0,10,No,1,No,No,No,Yes,"Assumed NM, not verified",FX,2,2,,,,IDW Publishing,,Modern,"Apr 08, 2008",Apr 2008,Apr 2008,82771462462500211,1,,0.0,3.99,3.99,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/6a/6a_180178_0_FX2.jpg,ffb10b69dbd14692beae2b0a0a00b19e,180178,20455,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1953
General Inventory,Sell / Lot Candidate,High,0,0,15,No,1,No,No,No,Yes,"Assumed NM, not verified",FX,1,1,,Monkey Business,,IDW Publishing,,Modern,"Mar 18, 2008",Mar 2008,Mar 2008,82771462462500111,1,,16.0,3.99,0.0,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/71/71_178746_0_FX1MonkeyBusiness.jpg,78e64d35f3eb4d9384b4432e74034b84,178746,20455,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1954
Sci-Fi,Verify then Lot,High,40,5,20,No,1,No,No,No,Yes,"Assumed NM, not verified; Missing barcode",UFO & Outer Space,23,23,,,,Western Publishing,,Bronze,1979,Jan 1979,Jan 1979,,1,,0.0,0.4,0.4,,No,,,,,Science Fiction,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/05/05_93896_0_UFOOuterSpace23.jpg,29e7059d59ce4110b7a52e7b09414645,93896,8051,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1955
General Inventory,Sell Duplicate,High,0,22,45,Yes,2,No,No,No,Yes,"Assumed NM, not verified; Duplicate/quantity check",American Splendor,1,1,,What Happened To Your Parents?,First Printing,DC Comics,,Modern,"Sep 07, 2006",Nov 2006,Nov 2006,761941255040,1,,28.0,2.99,0.0,,No,,,,,Adult; Comedy; Fiction,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/70/70_135749_0_AmericanSplendor1WhatHappenedT.jpg,880040369ec143f88b1e664fc3b1d826,135749,12701,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1956
General Inventory,Sell / Lot Candidate,High,8,22,35,No,1,No,No,No,Yes,"Assumed NM, not verified",American Splendor,3,3,,,First Printing,DC Comics,,Modern,"Nov 01, 2006",Jan 2007,Jan 2007,76194125504000311,1,,20.0,2.99,0.0,,No,,,,,Adult; Comedy; Fiction,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/ba/ba_137441_0_AmericanSplendor3.jpg,0547755e597f42e8ba61a32a60b40b53,137441,12701,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1957
General Inventory,Sell / Lot Candidate,High,18,22,45,No,1,No,No,No,Yes,"Assumed NM, not verified",American Splendor,4,4,,,,DC Comics,,Modern,"Dec 06, 2006",Feb 2007,Feb 2007,76194125504000411,1,High Value Bin,40.0,2.99,0.0,,No,,,,,Adult; Comedy; Fiction,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/31/31_159176_0_.jpg,952946ada3bb4b9dbfe8a0c1e7ce1526,159176,12701,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1958
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Punk Rock Jesus,4,4,,Sacrifice,,DC Comics,,Modern,"Oct 10, 2012",Dec 2012,Dec 2012,76194130323900411,1,,0.0,2.99,2.99,,No,,,,,Action; Adventure; Drama; Mature,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/d4/d4_314392_0_Sacrifice.jpg,ad18141d4a25404faba248008255fa68,314392,45072,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1959
General Inventory,Sell Duplicate,High,0,22,45,Yes,2,No,No,No,Yes,"Assumed NM, not verified; Duplicate/quantity check",American Splendor,1,1,,What Happened To Your Parents?,First Printing,DC Comics,,Modern,"Sep 07, 2006",Nov 2006,Nov 2006,761941255040,1,,28.0,2.99,0.0,,No,,,,,Adult; Comedy; Fiction,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/70/70_135749_0_AmericanSplendor1WhatHappenedT.jpg,26ff7e7f73294bf3a1a266691965904c,135749,12701,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1960
General Inventory,Sell / Lot Candidate,High,0,0,10,No,1,No,No,No,Yes,"Assumed NM, not verified",Irredeemable,5A,5,A,,Cover A Gena Ha,Boom! Studios,,Modern,"Aug 05, 2009",Aug 2009,Aug 2009,84428400107600511,1,,0.0,0.99,0.99,,No,,,,,,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/1d/1d_220232_0_Irredeemable5A.jpg,a3468e7bb3234b91b5fc4ac71ac4293e,220232,26640,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1961
General Inventory,Sell / Lot Candidate,High,0,0,10,No,1,No,No,No,Yes,"Assumed NM, not verified; Missing barcode",Irredeemable,5C,5,C,,Cover C Dan Panosian,Boom! Studios,,Modern,"Aug 05, 2009",Aug 2009,Aug 2009,,1,,0.0,0.99,0.99,,No,,,,,,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/38/38_220234_0_Irredeemable5C.jpg,f6b0af89d7294342810136389bf87fd5,220234,26640,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1962
General Inventory,Sell / Lot Candidate,High,0,0,10,No,1,No,No,No,Yes,"Assumed NM, not verified",Irredeemable,1G,1,G,,Artist Edition,Boom! Studios,,Modern,Dec 2011,Dec 2011,Dec 2011,84428400269100111,1,,0.0,3.99,3.99,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/c6/c6_299739_0_Irredeemable1H.jpg,4e7f254520c446fb90a7f87ac85502af,299739,26640,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1963
General Inventory,Sell / Lot Candidate,High,0,0,10,No,1,No,No,No,Yes,"Assumed NM, not verified",The Goon (Dark Horse),42,42,,,,Dark Horse Comics,The Goon,Modern,"Sep 26, 2012","Sep 26, 2012","Sep 26, 2012",76156812592404211,1,,0.0,3.5,3.5,,No,,,,,Horror,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/d5/d5_312229_0_TheGoon42.jpg,9bc5ccf63695469893fb7581e5005fea,312229,4127,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1964
General Inventory,Sell / Lot Candidate,High,0,0,10,No,1,No,No,No,Yes,"Assumed NM, not verified",The Goon (Dark Horse),28,28,,,,Dark Horse Comics,The Goon,Modern,"Sep 10, 2008",Sep 2008,Sep 2008,761568125924,1,,0.0,2.99,2.99,,No,,,,,,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/67/67_192106_0_TheGoon28.jpg,37a10a6cdc8d410fa824f0b82253f6bf,192106,4127,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1965
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Sandman Mystery Theatre,8,8,,The Face: Final Act,,DC Comics,,Modern,Nov 1993,Nov 1993,Nov 1993,76194120069900811,1,,0.0,1.95,1.95,,No,,,,,Adventure; Crime,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/09/09_105712_0_SandmanMysteryTheatre8TheFaceF.jpg,ea7c2e030442431e91dfc8cb80e12cbf,105712,9045,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1966
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified; Missing barcode",Sandman Mystery Theatre,7,7,,The Face: Act Three,,DC Comics,,Modern,Oct 1993,Oct 1993,Oct 1993,,1,,0.0,1.95,1.95,,No,,,,,Adventure; Crime,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/c3/c3_105711_0_TheFaceActThree.jpg,abba2341afcf4cd0a3bc9e802fe699b9,105711,9045,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1967
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified; Missing barcode",Sandman Mystery Theatre,6,6,,The Face: Act Two,,DC Comics,,Modern,Sep 1993,Sep 1993,Sep 1993,,1,,0.0,1.95,1.95,,No,,,,,Adventure; Crime,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/c1/c1_105710_0_TheFaceActTwo.jpg,e1e6e618694948548a890f5c33b69704,105710,9045,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1968
General Inventory,Sell / Lot Candidate,High,8,22,35,No,1,No,No,No,Yes,"Assumed NM, not verified; Missing barcode",Sandman Mystery Theatre,1,1,,The Tarantula: Act One,,DC Comics,,Modern,Apr 1993,Apr 1993,Apr 1993,,1,,20.0,1.95,0.0,,No,,,,,Adventure; Crime,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/d3/d3_105705_0_TheTarantulaActOne.jpg,9417c8fa5a2e49cfb5c319ef3e8bae33,105705,9045,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1969
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",The Sandman Presents: Love Street,3,3,,Love Street,,DC Comics,Sandman,Modern,Sep 1999,Sep 1999,Sep 1999,76194121273900311,1,,0.0,2.95,2.95,,No,,,,,Adventure,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/e0/e0_105800_0_LoveStreet.jpg,cd85437fa1e14e8f9c39f3dc76354230,105800,9053,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1970
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",The Sandman Presents: Love Street,2,2,,Love Street,,DC Comics,Sandman,Modern,Aug 1999,Aug 1999,Aug 1999,76194121273900211,1,,0.0,2.95,2.95,,No,,,,,Adventure,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/e5/e5_105799_0_TheSandmanPresentsLoveStreet2L.jpg,77b5a3a2938549a6b6579585de28d73b,105799,9053,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1971
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",The Sandman Presents: Love Street,1,1,,Love Street,,DC Comics,Sandman,Modern,Jul 1999,Jul 1999,Jul 1999,76194121273900111,1,,0.0,2.95,2.95,,No,,,,,Adventure,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/99/99_105798_0_LoveStreet.jpg,30a021e91a954e19beef4e936266aed8,105798,9053,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1972
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Sandman Mystery Theatre: Sleep of Reason,4,4,,"Sleep of Reason, Chapter Four",,DC Comics,Sandman,Modern,May 2007,May 2007,May 2007,76194125065600411,1,,0.0,2.99,2.99,,No,,,,,Action,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/1c/1c_144609_0_SandmanMysteryTheatreSleepofRe.jpg,c6a338e5a1b14ac59de0440d8e39bb44,144609,13608,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1973
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Sandman Mystery Theatre: Sleep of Reason,3,3,,"Sleep of Reason, Chapter Three",,DC Comics,Sandman,Modern,Apr 2007,Apr 2007,Apr 2007,76194125065600311,1,,0.0,2.99,2.99,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/e8/e8_143254_0_SandmanMysteryTheatreSleepofRe.jpg,121011526f2e497f88af89c58ee7237a,143254,13608,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1974
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Sandman Mystery Theatre: Sleep of Reason,2,2,,"Sleep of Reason, Chapter Two",,DC Comics,Sandman,Modern,Mar 2007,Mar 2007,Mar 2007,76194125065600211,1,,0.0,2.99,2.99,,No,,,,,Action,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/44/44_142408_0_SandmanMysteryTheatreSleepofRe.jpg,b08eabbbaeb54a81b097ff68c38213af,142408,13608,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1975
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Sandman Mystery Theatre: Sleep of Reason,1,1,,"Sleep of Reason, Chapter One",,DC Comics,Sandman,Modern,Feb 2007,Feb 2007,Feb 2007,76194125065600111,1,,0.0,2.99,2.99,,No,,,,,Action; Adventure,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/4d/4d_139873_0_SandmanMysteryTheatreSleepofRe.jpg,575470fba27446a88fccfdb539f442bc,139873,13608,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1976
General Inventory,Sell / Lot Candidate,High,10,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Absolute Sandman Special Edition,1,1,,Sleeper of the Just,,DC Comics,,Modern,"Oct 18, 2006",Dec 2006,Dec 2006,76194125808900111,1,High Value Bin,0.0,0.5,0.5,,No,,,,,Action; Adult; Fantasy,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/58/58_136270_0_AbsoluteSandmanSpecialEdition1.jpg,5e36fce152a548c1b719c64fdd324f28,136270,13040,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1977
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",The Sandman: Overture,2A,2,A,Chapter Two,J.H. Williams III Cover,DC Comics,Sandman,Modern,"Mar 26, 2014",May 2014,May 2014,76194131030500211,1,,0.0,3.99,3.99,,No,,,,,Fantasy; Mature,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/70/70_350515_0_.jpg,7a1783eacc704579a95c835ef5784256,350515,51493,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1978
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",The Sandman: Overture,2,2,,Chapter Two,Special Edition,DC Comics,Sandman,Modern,"May 28, 2014",Jul 2014,Jul 2014,761941318387,1,,0.0,4.99,4.99,,No,,,,,Fantasy,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/85/85_431385_0_ChapterTwo.jpg,1b7d8733a4cb44e8b48e305b74ded59c,431385,51493,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1979
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",The Sandman: Overture,1I,1,I,,Blank Cover,DC Comics,Sandman,Modern,"Jun 18, 2014",Aug 2014,Aug 2014,76194131030500192,1,,0.0,4.99,4.99,,No,,,,,,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/c2/c2_376472_0_.jpg,9eba0f8060404bac925378af3e7c490c,376472,51493,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1980
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",The Sandman: Overture,1A,1,A,Chapter One,J.H. Williams III Cover,DC Comics,Sandman,Modern,"Oct 30, 2013",Dec 2013,Dec 2013,76194131030500111,1,,0.0,4.99,4.99,,No,,,,,Fantasy,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/64/64_345286_0_TheSandmanOverture1A.jpg,81748f7fef48489796217c39069213c4,345286,51493,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1981
Sci-Fi,Verify then Lot,High,25,0,20,No,1,No,No,No,Yes,"Assumed NM, not verified","Unity, Vol. 2",18A,18,A,Part 4,Cvr A Perez | Baron,Valiant Entertainment,,Modern,"May 13, 2015",May 2015,May 2015,85899200312301811,1,"Thor, Unity, Venom, WW",0.0,3.99,3.99,,No,,,Homefront,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/d9/d9_410407_0_Part4.jpg,7948e3614ff741e0b3295b85ab157970,410407,52129,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1982
Sci-Fi,Verify then Lot,High,25,0,20,No,1,No,No,No,Yes,"Assumed NM, not verified","Unity, Vol. 2",16B,16,B,Part 2,Cvr B Ryp,Valiant Entertainment,,Modern,"Mar 11, 2015",Mar 2015,Mar 2015,85899200312301621,1,"Thor, Unity, Venom, WW",0.0,3.99,3.99,,No,,,Homefront,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/f3/f3_405261_0_Part2.jpg,16182223fe8047d9a4c1987b76e931ef,405261,52129,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1983
Sci-Fi,Verify then Lot,High,25,0,20,No,1,No,No,No,Yes,"Assumed NM, not verified","Unity, Vol. 2",14A,14,A,Part 4,Cvr A Larosa,Valiant Entertainment,,Modern,"Jan 28, 2015",Jan 2015,Jan 2015,85899200312301411,1,"Thor, Unity, Venom, WW",0.0,3.99,3.99,,No,,,The United,Unity,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/23/23_388456_0_Part4.jpg,4bedfe3f36fa4eeda2f318b1415c87a6,388456,52129,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1984
Sci-Fi,Verify then Lot,High,25,0,20,No,1,No,No,No,Yes,"Assumed NM, not verified","Unity, Vol. 2",12A,12,A,Part 2,Cvr A Level,Valiant Entertainment,,Modern,"Nov 12, 2014",Nov 2014,Nov 2014,85899200312301211,1,"Thor, Unity, Venom, WW",0.0,3.99,3.99,,No,,,The United,Unity,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/26/26_381920_0_Part2.jpg,54d3750e5005438ba9177e1d2706e3a8,381920,52129,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1985
Sci-Fi,Verify then Lot,High,25,0,20,No,1,No,No,No,Yes,"Assumed NM, not verified","Unity, Vol. 2",9A,9,A,Part 2: History Lessons,Cvr A Suayan | Reber,Valiant Entertainment,,Modern,"Jul 16, 2014",Jul 2014,Jul 2014,85899200312300911,1,"Thor, Unity, Venom, WW",0.0,3.99,3.99,,No,,,,Armor Hunters,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/3a/3a_371978_0_Part2HistoryLessons.jpg,06b58ce3b9a94d5a8167dc081d31ea01,371978,52129,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1986
Sci-Fi,Verify then Lot,High,25,0,20,No,1,No,No,No,Yes,"Assumed NM, not verified","Unity, Vol. 2",8B,8,B,Part 1: Snapped!,Cvr B Chromium Cover Var Suayan | Reber,Valiant Entertainment,,Modern,"Jun 18, 2014",Jun 2014,Jun 2014,85899200312300821,1,"Thor, Unity, Venom, WW",0.0,5.99,5.99,,No,,,,Armor Hunters,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/c3/c3_368189_0_Part1Snapped.jpg,e2269459812f431c85e86ff3ec8fa549,368189,52129,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1987
Sci-Fi,Verify then Lot,High,25,0,20,No,1,No,No,No,Yes,"Assumed NM, not verified","Unity, Vol. 2",7A,7,A,Part 3: Ground Control,Cvr A Hairsine,Valiant Entertainment,,Modern,"May 21, 2014",May 2014,May 2014,85899200312300711,1,"Thor, Unity, Venom, WW",0.0,3.99,3.99,,No,,,Trapped by Webnet,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/d6/d6_365616_0_Part3GroundControl.jpg,49f4639b49424dcfb31bba5d48330a5d,365616,52129,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1988
Sci-Fi,Verify then Lot,High,25,0,20,No,1,No,No,No,Yes,"Assumed NM, not verified","Unity, Vol. 2",6A,6,A,Part 2,Cvr A Crain,Valiant Entertainment,,Modern,"Apr 09, 2014",Apr 2014,Apr 2014,85899200312300611,1,"Thor, Unity, Venom, WW",0.0,3.99,3.99,,No,,,Trapped by Webnet,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/fe/fe_362554_0_Part2.jpg,eeac894871ed4cf9b764f4761dbd483e,362554,52129,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1989
Sci-Fi,Verify then Lot,High,25,0,20,No,1,No,No,No,Yes,"Assumed NM, not verified","Unity, Vol. 2",5A,5,A,Part 1,Cvr A Crain,Valiant Entertainment,,Modern,"Mar 12, 2014",Mar 2014,Mar 2014,85899200312300511,1,"Thor, Unity, Venom, WW",0.0,3.99,3.99,,No,,,Trapped by Webnet,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/01/01_359133_0_Part1.jpg,54d628ed2bf040819eb45d5aefd7658c,359133,52129,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1990
Sci-Fi,Verify then Lot,High,25,0,20,No,1,No,No,No,Yes,"Assumed NM, not verified","Unity, Vol. 2",4A,4,A,Part 4: United We Fail,Cvr A Crain,Valiant Entertainment,,Modern,"Feb 19, 2014",Feb 2014,Feb 2014,85899200312300411,1,"Thor, Unity, Venom, WW",0.0,3.99,3.99,,No,,,To Kill A King,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/4c/4c_355966_0_Part4UnitedWeFail.jpg,c42c9e202928432081f58a0921c6f880,355966,52129,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1991
Sci-Fi,Verify then Lot,High,25,0,20,No,1,No,No,No,Yes,"Assumed NM, not verified","Unity, Vol. 2",3A,3,A,Part 3: Enter: Livewire!,Cvr A Braithwaite,Valiant Entertainment,,Modern,"Jan 15, 2014",Jan 2014,Jan 2014,85899200312300311,1,"Thor, Unity, Venom, WW",0.0,3.99,3.99,,No,,,To Kill A King,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/4f/4f_353500_0_Part3EnterLivewire.jpg,514e93e89cad417e86200210a9b6dae5,353500,52129,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1992
Sci-Fi,Verify then Lot,High,10,0,20,Yes,2,No,No,No,Yes,"Assumed NM, not verified; Duplicate/quantity check","Unity, Vol. 2",2A,2,A,Part 2,Cvr A Braithwaite,Valiant Entertainment,,Modern,"Dec 11, 2013",Dec 2013,Dec 2013,85899200312300211,1,"Thor, Unity, Venom, WW",0.0,3.99,3.99,,No,,,To Kill A King,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/eb/eb_351193_0_Part2.jpg,9a7730b704d44a24a8991d983165c1ff,351193,52129,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1993
Sci-Fi,Inventory Review,Medium,33,12,25,No,1,No,No,No,Yes,"Assumed NM, not verified","Unity, Vol. 2",1H,1,H,Part 1: Prisoners Of Circumstance,Cvr H Blank Cover Var,Valiant Entertainment,,Modern,"Nov 13, 2013",Nov 2013,Nov 2013,85899200312391081,1,"Thor, Unity, Venom, WW",22.0,3.99,0.0,,No,,,To Kill A King,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/cf/cf_348629_0_Part1PrisonersOfCircumstance.jpg,347ba9e3901e40519c7eaccc3a6adc71,348629,52129,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1994
Sci-Fi,Verify then Lot,High,25,0,20,No,1,No,No,No,Yes,"Assumed NM, not verified","Unity, Vol. 2",0A,0,A,Part 1,Cvr A Allen,Valiant Entertainment,,Modern,"Oct 15, 2014",Oct 2014,Oct 2014,85899200312300011,1,"Thor, Unity, Venom, WW",0.0,3.99,3.99,,No,,,The United,Unity,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/cc/cc_379861_0_Part1.jpg,0feca61e91ce40029c5acd3c3de8a11e,379861,52129,2021-05-29,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1995
